"gene_symbol"	"fold.change"	"adj.P.Val.all"	"t"	"high.class"	"mean1.unlog"	"mean0.unlog"	"sd0.unlog"	"sd1.unlog"	"entrez_id"	"gene_description"	"Unique.Name"	"Descriptor"	"alteration_direction"	"interaction_type"	"logFC"	"AveExpr"	"P.Value"	"adj.P.Val"	"B"	"mean0.log"	"mean1.log"	"sd0.log"	"sd1.log"	"n0"	"n1"
"THEM5"	1.25219830544747	0.0259339470882202	2.29813124060024	"case"	3.49599830508475	1.97530677966102	1.87105485234038	5.43168610592263	"284486"	"thioesterase superfamily member 5"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.324463053988321	1.45911996602431	0.0113634241439988	0.0257172230627341	-4.26276420550586	1.35096561469487	1.67542866868319	0.788699255986891	1.06101270689497	118	59
"ZBTB37"	1.20722793610365	0.0273908864464304	2.27534610781836	"case"	24.2857406779661	19.2633906779661	9.62524537903655	12.9188128541569	"84614"	"zinc finger and BTB domain containing 37"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.271698096341606	4.26958211100414	0.0120436264069801	0.0271467224254108	-4.31307955636797	4.17901607889027	4.45071417523188	0.701011050557902	0.842551898064997	118	59
"ETV3"	1.2902900670191	0.0297794549146689	2.2395314221824	"case"	212.555254237288	158.542566101695	84.731107456125	137.827826565678	"2117"	"ets variant 3"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.367695430925977	7.17040447449503	0.0131847968324488	0.0295996041338911	-4.3912119135996	7.04783933085304	7.41553476177902	0.999204820468416	1.09877872746465	118	59
"MR1"	1.19123250459113	0.0304373497529168	2.22808055738042	"case"	283.977325423729	238.614995762712	85.6094079802394	118.435715707587	"3140"	"major histocompatibility complex, class I-related"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.252455025698727	7.85345180240419	0.0135690169890866	0.0302194442107546	-4.41594594745365	7.76930012717128	8.02175515287001	0.741303492502881	0.650090673711694	118	59
"POLR3GL"	1.09346650031796	0.0304373497529168	2.22808673665054	"case"	704.314191525424	638.902136440678	161.386537534081	196.580556941346	"84265"	"polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.128909022338032	9.32294274183719	0.0135688070502786	0.0302194442107546	-4.41593263243614	9.27997306772451	9.40888209006254	0.344823319289594	0.393786135987057	118	59
"CEP350"	1.11796645407979	0.032849254973592	2.19609270282127	"case"	1267.0501440678	1134.58528898305	363.856754840949	404.884108077043	"9857"	"centrosomal protein 350kDa"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.16087689904084	10.1307300064247	0.0146943995530724	0.0325959101197123	-4.4844051180275	10.0771043734111	10.2379812724519	0.461190136575166	0.455613317444182	118	59
"OCLM"	1.24434501569803	0.0361825848441325	2.15544165091447	"case"	4.67443050847458	3.05068983050847	2.08684239042142	4.17369144057418	"10896"	"oculomedin"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.315386552530457	1.91592468815626	0.0162407327391984	0.0358836743130905	-4.57005251913854	1.81079583731277	2.12618238984323	0.819410012775513	1.09676130602464	118	59
"RABGAP1L"	1.13645770723274	0.0376622380031946	2.13621310004797	"case"	415.244466101695	367.180433050847	130.696187139069	143.841691850744	"9910"	"RAB GTPase activating protein 1-like"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.184543995901549	8.48904189200486	0.0170198816014437	0.037457141004752	-4.61003646714069	8.42752722670434	8.6120712226059	0.551319701857024	0.523914414667155	118	59
"GPR52"	1.12020709183496	0.0411000699825047	2.09722666181027	"case"	0.489203389830508	0.293328813559322	0.481485130212423	0.672744091060841	"9293"	"G protein-coupled receptor 52"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.163765466876527	0.34750021108121	0.0186989631370785	0.0409910603671642	-4.69006070423434	0.292911722122368	0.456677188998895	0.450005853884052	0.561841775842334	118	59
"ZBTB41"	1.12124749762131	0.0419155462765213	2.08761861079463	"case"	628.13959661017	555.026790677966	180.164808383999	223.566778057808	"360023"	"zinc finger and BTB domain containing 41"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.165104765368971	9.09696981829641	0.0191339669262288	0.0417808105928199	-4.70956715908626	9.04193489650675	9.20703966187572	0.482931792159707	0.52204877991103	118	59
"PDC"	1.16966298869492	0.0485845299989882	2.02089435862291	"case"	1.09125762711864	0.636707627118644	1.05708924504633	1.7417047971499	"5132"	"phosducin"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.226092910512851	0.619082515966291	0.0224008061980068	0.0487239325474155	-4.842678121357	0.543718212462007	0.769811122974858	0.627501803046859	0.835667725556751	118	59
"RHBG"	1.24445735735277	0.0487798431320969	2.01775903316197	"case"	2.06443898305085	1.61011440677966	2.82214225126443	2.32431782087124	"57127"	"Rh family, B glycoprotein (gene/pseudogene)"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.315516795694835	1.06535160207731	0.0225653320137792	0.0488915526965215	-4.84883149280695	0.9601793368457	1.27569613254054	0.986072180422609	0.979811574023112	118	59
"NOTCH2NL"	1.25584286972476	0.0512814145260359	1.99339591587274	"case"	592.454171186441	514.203881355932	278.177800374528	306.602456903595	"388677"	"notch 2 N-terminal like"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.32865596641904	8.83058223262917	0.0238791319548717	0.0515383581574258	-4.89633552297661	8.72103024382282	9.04968621024186	1.16842814021466	0.703190850443031	118	59
"S100A2"	1.82128927865167	0.0538433049768029	1.9708131100225	"case"	2049.78661016949	1943.11685169492	6116.54885062539	4289.71988302473	"6273"	"S100 calcium binding protein A2"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.864960086362498	8.15202952156547	0.0251542768288575	0.0540623995996668	-4.93987572015279	7.86370949277797	8.72866957914047	2.9149109573855	2.43193829812468	118	59
"SPRR1A"	1.88524600965012	0.0538551130949348	1.96929516061021	"case"	166.761940677966	104.109404237288	298.62923445033	272.227479271564	"6698"	"small proline-rich protein 1A"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.914752796037342	4.45210824213373	0.025242014839916	0.0540623995996668	-4.94278534914136	4.14719064345462	5.06194343949196	2.77337169338352	3.21085686411424	118	59
"GPR89B"	1.25925072135485	0.0546599897376342	1.9599791958694	"case"	27.1983457627119	21.0406669491525	18.1609599140624	22.3427287265927	"51463"	"G protein-coupled receptor 89B"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.332565557436253	4.20749634260075	0.0257861630976015	0.0550170426395391	-4.96059536013106	4.09664115678866	4.42920671422492	1.04280287545323	1.11683317339641	118	59
"MROH9"	1.16014627258387	0.0596580174299222	1.91999941898713	"case"	0.812008474576271	0.453922881355932	1.18199061990371	1.60126341188366	"80133"	"maestro heat-like repeat family member 9"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.214306713480059	0.410095649137559	0.0282350922187418	0.0600129906854626	-5.03610930589443	0.338660077977539	0.552966791457598	0.632258961965021	0.824200951741094	118	59
"NBPF15"	1.20153112013589	0.0600939044979781	1.91533491650989	"case"	294.933486440678	235.217586440678	94.0951783619526	125.989558531013	"284565"	"neuroblastoma breakpoint family, member 15"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.264874015329449	7.81468239370609	0.0285331363341545	0.0604167545863347	-5.04482248730613	7.72639105526294	7.99126507059239	0.793698067391882	1.00645424258425	118	59
"AQP10"	1.40955908068531	0.0615609591693454	1.90315743099816	"case"	12.3543203389831	12.0512415254237	38.3462709258768	17.2888153058438	"89872"	"aquaporin 10"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.495243948731605	2.51788512982227	0.0293236935279935	0.061856395026975	-5.06747394798231	2.3528038135784	2.84804776231001	1.64098987715752	1.63365565673526	118	59
"VANGL2"	1.24176789599926	0.0631261709654168	1.89048711073102	"case"	683.412862711864	530.487362711864	311.154294669564	479.779296886004	"57216"	"VANGL planar cell polarity protein 2"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.312395538628051	8.86677958823817	0.0301656358964511	0.0633931972410382	-5.09089498703115	8.76264774202882	9.07504328065687	1.03589712401827	1.04812430289809	118	59
"LENEP"	1.10644244828958	0.0632748014072472	1.88799987649741	"case"	0.473710169491525	0.264379661016949	0.447209408788865	0.824155226778204	"55891"	"lens epithelial protein"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.145928411169131	0.317968026063728	0.0303332635753826	0.0635067203694341	-5.09547499887025	0.269325222340685	0.415253633509815	0.421370451081844	0.592646202755534	118	59
"FMO9P"	1.11661306205399	0.0646845751802335	1.87665367413586	"case"	0.46941186440678	0.269552542372881	0.678980179803601	0.992449792369393	"116123"	"flavin containing monooxygenase 9 pseudogene"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.159129337865549	0.285687547490742	0.0311078491324787	0.0648854017352821	-5.11629453583283	0.232644434868892	0.391773772734441	0.495169676021234	0.600291234800899	118	59
"RPS27"	1.42120286604343	0.0765329962385896	1.79678538647551	"case"	1119.81729322034	745.72206779661	572.157004229628	1315.11287760839	"6232"	"ribosomal protein S27"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.507112503169946	8.99367476284838	0.0370396332940961	0.0769708364736048	-5.25943185051035	8.82463726179173	9.33174976496168	1.76259873519405	1.80646255749063	118	59
"FAM63A"	1.10230750289176	0.0790420170657814	1.78028596673261	"case"	723.559442372881	649.870947457627	234.449806113798	242.115804107734	"55793"	"family with sequence similarity 63, member A"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.14052673843964	9.31623601564088	0.0383745975983488	0.0794496298425074	-5.28825438469069	9.26939376949433	9.40992050793397	0.465495158882986	0.550460071586165	118	59
"LCE1E"	1.20246845463263	0.0843443128947166	1.74827266395275	"case"	2.77290338983051	0.587353389830508	1.71457059245949	13.0872924157297	"353135"	"late cornified envelope 1E"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.265999047058083	0.440203559004431	0.0410776119288773	0.0847320482222966	-5.34344609805871	0.35153720998507	0.617536257043153	0.758187683116168	1.2672752204897	118	59
"S100A1"	1.3412557989908	0.0869155881851993	1.73253321221288	"case"	151.589222033898	102.239730508475	344.427911700009	464.24631862648	"6271"	"S100 calcium binding protein A1"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.423584408564046	5.62271048344001	0.0424625774339905	0.087266841123532	-5.37022671197453	5.48151568058533	5.90510008914937	1.5359406344407	1.54640614472968	118	59
"SLAMF9"	1.33504613605141	0.0882689977741402	1.72309914755184	"case"	20.1743372881356	11.7198838983051	18.1377653883992	60.6415393861163	"89886"	"SLAM family member 9"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.416889598918432	2.93091721788432	0.0433108114209155	0.0886840424333032	-5.38616656732032	2.79195401824485	3.20884361716328	1.54553871358615	1.47763375147767	118	59
"FCRLB"	1.1751839919938	0.0991375656828516	1.66455549748038	"case"	25.9904644067797	21.5125262711864	11.9033075287575	15.9610095548902	"127943"	"Fc receptor-like B"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.232886649178669	4.35007586808644	0.0488876850619253	0.0997380144146578	-5.48319957823307	4.27244698502689	4.50533363420555	0.869197427137731	0.901985789407118	118	59
"PTGS2"	1.39781365078501	0.103237954225392	1.64313635360634	"case"	926.080584745763	806.881777966102	1704.60309094257	1166.55792862503	"5743"	"prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.483172040965099	8.57136033968569	0.0510673239221784	0.10380594208181	-5.51788901596264	8.41030299269732	8.89347503366242	1.89671506031673	1.75752350398143	118	59
"RASAL2"	1.11698414991133	0.105996216847092	1.62857130520884	"case"	1228.82771186441	1089.59389915254	420.299878013819	511.918628072951	"9462"	"RAS protein activator like 2"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.159608714015896	10.0288774211948	0.052593542710389	0.106520979619955	-5.54122906123767	9.9756745165228	10.1352832305387	0.602645861144218	0.641447733712631	118	59
"NEK7"	1.12274373084091	0.107748495253312	1.61876608534288	"case"	1721.14796440678	1482.91730254237	571.959285966001	787.7811925791	"140609"	"NIMA-related kinase 7"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.167028666441709	10.4781246835967	0.0536414033275661	0.108251063032886	-5.55682808527029	10.4224484614494	10.5894771278911	0.596634359363413	0.742090996054568	118	59
"S100A3"	1.21931201029928	0.108232608155595	1.61361139573198	"case"	62.1351101694915	53.8758889830508	48.5079947111229	50.0672577218289	"6274"	"S100 calcium binding protein A3"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.286067345083514	5.44605058860692	0.0541989243893668	0.108982729257756	-5.5649919671458	5.35069480691242	5.63676215199593	1.16722368366311	1.00426863136319	118	59
"THBS3"	1.10421703771363	0.112653202121205	1.59202038379714	"case"	1059.9525779661	986.343750847458	395.796938688358	346.610829896436	"7059"	"thrombospondin 3"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.143023766734542	9.881033942794	0.056584585492941	0.113371983120265	-5.5989126059819	9.83335935388249	9.97638312061702	0.603109508280796	0.476084119926844	118	59
"KCNJ10"	1.25984478117472	0.115591335547631	1.57748728191845	"case"	18.2865322033898	10.8411923728814	23.874541773918	47.486788216043	"3766"	"potassium channel, inwardly rectifying subfamily J, member 10"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.333245997833329	2.89945083696752	0.0582368560774323	0.11626572338316	-5.62149494150423	2.78836883768974	3.12161483552307	1.26338618505511	1.45500177927913	118	59
"HIST2H2AC"	1.15430004798884	0.116351355905702	1.57263106915505	"case"	8.40727288135593	6.80403898305085	5.0601197233739	7.39917248886263	"8338"	"histone cluster 2, H2ac"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.207018285924191	2.80903312987019	0.0587974027554007	0.116967075232274	-5.62899593105636	2.74002703456213	2.94704532048632	0.79129777030775	0.897568316784852	118	59
"SPRR2D"	1.37990496173273	0.121141353609619	1.54898667633506	"case"	17.4538644067797	10.4160338983051	41.4967456653685	68.3817254339823	"6703"	"small proline-rich protein 2D"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.464568907613287	1.6557265102276	0.0615878942778673	0.122083804614638	-5.66519614879214	1.50087020768983	1.96543911530312	1.83817030682436	1.98668118431293	118	59
"TOR1AIP2"	1.12226046613765	0.121495263751803	1.54569985974954	"case"	404.595898305085	367.03646440678	153.822767324878	155.23925473272	"163590"	"torsin A interacting protein 2"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.166407550808577	8.43353265410404	0.0619839262209774	0.122308410743368	-5.67018612491786	8.37806347050118	8.54447102130976	0.698125278726092	0.631342461136961	118	59
"UHMK1"	1.25841658743314	0.121495263751803	1.5444190077913	"case"	371.644933898305	296.694647457627	197.334086422386	249.532282482368	"127933"	"U2AF homology motif (UHM) kinase 1"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.331609592434754	7.87608209242816	0.0621387990180975	0.122308410743368	-5.67212789494891	7.76554556161658	8.09715515405134	1.35307451608299	1.34917858787074	118	59
"COLGALT2"	1.34342354050498	0.122252975492407	1.53969216103542	"case"	481.130272881356	229.878701694915	273.539480097553	906.831030817789	"23127"	"collagen beta(1-O)galactosyltransferase 2"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.425914214262687	7.23563507815752	0.0627129767411431	0.12300545262561	-5.67928023190294	7.09366367340329	7.51957788766598	1.56044143392014	2.05987609408015	118	59
"BNIPL"	1.24687937710636	0.123817475884513	1.53007869418023	"case"	18.5951101694915	12.0540669491525	20.220412224995	39.149368675051	"149428"	"BCL2/adenovirus E1B 19kD interacting protein like"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.318321905851116	3.0894036815333	0.0638935982426952	0.124882942019813	-5.6937608307803	2.98329637958293	3.30161828543404	1.26405778913064	1.39733974239687	118	59
"NPHS2"	1.16204689978878	0.126884173975964	1.51587449832152	"case"	1.13118305084746	1.48086186440678	11.1190657918232	2.63714852249694	"7827"	"nephrosis 2, idiopathic, steroid-resistant (podocin)"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.21666829656281	0.483856642709466	0.0656698243936671	0.127907428000209	-5.71499472961877	0.411633877188529	0.628302173751339	0.868091089132004	0.959083131091082	118	59
"NBPF11"	1.09594860379561	0.12727901426284	1.51272777730172	"case"	464.963306779661	412.485522881356	127.852420396006	173.073135945533	"200030"	"neuroblastoma breakpoint family, member 11"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.132180142470125	8.65848911447911	0.0660684959532298	0.12823711540922	-5.71967267523435	8.61442906698907	8.7466092094592	0.504216988884262	0.628793914026339	118	59
"SPRR3"	1.71978997239737	0.127912211078686	1.50861457114825	"case"	380.893174576271	293.186878813559	675.881903151528	599.554679340933	"6707"	"small proline-rich protein 3"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.782232388019144	5.65981953674341	0.0665924640882932	0.128806876904346	-5.72577312785564	5.3990754074037	6.18130779542284	3.18994131275798	3.41376645131484	118	59
"SLC27A3"	1.11072930494774	0.133206274629604	1.48584435211458	"case"	709.169833898305	579.25638220339	253.569588422478	502.040158223412	"11000"	"solute carrier family 27 (fatty acid transporter), member 3"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.151507261377253	9.12306041695888	0.0695519785088925	0.134067434436107	-5.75925164476459	9.07255799649979	9.22406525787705	0.540773760527603	0.805612832616167	118	59
"SH2D1B"	1.20189347919805	0.137149943354956	1.46889492366069	"case"	18.720593220339	12.3778372881356	12.1863839240387	37.6552795192207	"117157"	"SH2 domain containing 1B"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.265309039274948	3.42737150559205	0.0718205046881677	0.137964474641532	-5.78384966397047	3.33893515916706	3.60424419844201	1.06440937169881	1.27053555827533	118	59
"GPA33"	1.4135589558918	0.137572974205415	1.46571756099745	"case"	262.935772881356	143.455070338983	387.085183125377	515.05817135978	"10223"	"glycoprotein A33 (transmembrane)"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.499332055506539	5.93649118894779	0.072252065842233	0.138318167143179	-5.7884302015292	5.77004717044561	6.26937922595214	1.99361222499629	2.42301415601969	118	59
"POU2F1"	1.13406941810361	0.144871213503364	1.43500563843268	"case"	59.7446372881356	52.128943220339	29.1045676086018	33.010778436501	"5451"	"POU class 2 homeobox 1"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.181508952527599	5.59538533794234	0.0765273891178074	0.145506158220593	-5.83220590582799	5.53488235376647	5.71639130629407	0.769359817802858	0.845871759713962	118	59
"SEMA4A"	1.16737053905636	0.144871213503364	1.43568773683659	"case"	409.467049152542	378.590303389831	196.831876297797	211.595570657128	"64218"	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.223262564480967	8.36385893263866	0.0764303734651811	0.145506158220593	-5.83124349437227	8.28943807781167	8.51270064229264	1.09102223852341	0.698677988366148	118	59
"RFX5"	1.07014823979461	0.145065232786154	1.43273271015341	"case"	1012.1005	952.547779661017	304.011879056144	314.778393145479	"5993"	"regulatory factor X, 5 (influences HLA class II expression)"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.0978106564425936	9.8626439798995	0.0768513523309853	0.145626799840749	-5.83540968534402	9.83004042775197	9.92785108419457	0.443223047522163	0.394793526354856	118	59
"METTL11B"	1.21843176877977	0.147911348754689	1.41913961791241	"case"	3.67145423728814	2.8221186440678	4.63323677515969	5.09400821013655	"149281"	"methyltransferase like 11B"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.285025463536257	1.40605534201978	0.078810779718147	0.148334093812943	-5.85446610841342	1.31104685417436	1.59607231771061	1.23837790767931	1.31521600533668	118	59
"NPL"	1.15320858731508	0.147911348754689	1.41943823142296	"case"	267.78356779661	235.768854237288	154.760833217974	188.116908667428	"80896"	"N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.205653484948186	7.67952431283879	0.0787673286730147	0.148334093812943	-5.85404938305429	7.61097315118939	7.81662663613758	0.943820621077904	0.842771613887141	118	59
"S100A4"	1.2834799997862	0.153166816947681	1.39703244639654	"case"	5869.02069322034	5036.08361101695	7718.77223074869	7311.4175076942	"6275"	"S100 calcium binding protein A4"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.360060814858347	11.4394485647188	0.0820787064864671	0.153966432637366	-5.88507937307095	11.3194282930993	11.6794891079577	1.66582816669309	1.5325674828651	118	59
"LHX4"	1.14306355896511	0.178627654548868	1.3081119654473	"case"	5.55683559322034	4.84103813559322	5.5453429820774	3.85939619347302	"89884"	"LIM homeobox 4"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.192905625472235	2.29515313983888	0.0962680336729012	0.179979367301511	-6.00346042017066	2.23085126468147	2.4237568901537	0.886542351858782	1.00609494719956	118	59
"F5"	1.29322505300455	0.190519763340833	1.26786004329174	"case"	2593.64903559322	1379.48050254237	1431.47849145974	5602.07228300183	"2153"	"coagulation factor V (proaccelerin, labile factor)"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.370973361459498	9.74984184581814	0.103258803032055	0.192405569649728	-6.05453932354851	9.62618405866497	9.99715742012447	1.73236587800277	2.04688461755623	118	59
"KLHDC9"	1.13809141091746	0.194128620919402	1.25531859008746	"case"	108.404393220339	92.3347593220339	75.0330599837464	92.9198371102969	"126823"	"kelch domain containing 9"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.186616438822847	6.31540174238765	0.105511128316499	0.19594923830207	-6.07013400215994	6.25319626278003	6.43981270160288	0.87988027750568	1.03837393256496	118	59
"SLAMF7"	1.22948568468305	0.196564449481223	1.2463964820237	"case"	391.468006779661	306.389831355932	229.504583082386	465.108831763922	"57823"	"SLAM family member 7"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.298054937246317	7.76909096383442	0.107135127427171	0.198306411363537	-6.08113551510297	7.66973931808564	7.96779425533196	1.56692708363094	1.37381480645485	118	59
"XPR1"	1.06937136312592	0.203598770848015	1.22406222757032	"case"	1120.46710508475	1056.10363559322	392.147405102536	367.501366036676	"9213"	"xenotropic and polytropic retrovirus receptor 1"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.0967629481953516	9.99057480030788	0.111279938875709	0.205298633107331	-6.10833694277538	9.95832048424276	10.0550834324381	0.502493679446005	0.482648742345288	118	59
"HCN3"	1.12947462765549	0.204512496900723	1.21975943211936	"case"	181.58006779661	183.82131440678	203.145321277609	91.7061060846615	"57657"	"hyperpolarization activated cyclic nucleotide gated potassium channel 3"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.175651862615255	7.19574646022835	0.112091582270778	0.206115771346595	-6.11352188419488	7.13719583935659	7.31284770197185	0.949850918384154	0.810462380904327	118	59
"RC3H1"	1.05090059589015	0.205670806504447	1.21475758300775	"case"	734.994727118644	701.752777118644	175.663342507839	168.906531846546	"149041"	"ring finger and CCCH-type domains 1"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.0716262120226112	9.43437919760643	0.11304044326962	0.207179041926942	-6.1195266355797	9.4105037935989	9.4821300056215	0.373192131713235	0.35980514153471	118	59
"AXDND1"	1.33973920556627	0.216163771342618	1.18164679656826	"case"	33.3124101694915	25.9726983050847	53.856055081295	59.4741305633823	"126859"	"axonemal dynein light chain domain containing 1"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.421952192135226	3.04683259068908	0.119467611032103	0.218243119499823	-6.15866423046621	2.90618185997734	3.32813405211256	2.22769873263047	2.29102687244582	118	59
"LCE3E"	1.0731384088176	0.22082579847608	1.16705384089639	"case"	0.44694406779661	0.226307627118644	1.06808013425454	1.66603362503543	"353145"	"late cornified envelope 3E"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.101836160751628	0.186119685303603	0.12238132037682	0.22283764850372	-6.17557547807553	0.152174298386394	0.254010459138021	0.469806044927967	0.678598214521484	118	59
"PEA15"	1.06808889703225	0.226484896219311	1.14825160662967	"case"	5337.23734576271	5009.58532288136	1505.49229574868	1634.0380668707	"8682"	"phosphoprotein enriched in astrocytes 15"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.0950317275219632	12.2413975721681	0.126209140641295	0.229061394865208	-6.19705964421975	12.2097203296608	12.3047520571828	0.524291456701391	0.509605833764263	118	59
"OR10T2"	1.01657197010592	0.231435259796833	1.13325919815064	"case"	0.0346254237288136	0.00280762711864407	0.0304986370909714	0.265962926242725	"128360"	"olfactory receptor, family 10, subfamily T, member 2"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.0237123570806976	0.0114027267391887	0.129321076466627	0.23394977910953	-6.21394423925447	0.00349860771228953	0.0272109647929871	0.0380046076034213	0.209011386515055	118	59
"BGLAP"	1.10398283073334	0.237272644566288	1.11550665838907	"case"	48.4314525423729	38.6076805084746	26.6624832070431	55.5841751356549	"632"	"bone gamma-carboxyglutamate (gla) protein"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.142717735333039	5.15307224853849	0.133074783024295	0.239610369205568	-6.2336545272988	5.10549967009415	5.24821740542719	0.724904172144377	0.945392267232417	118	59
"LAMC1"	1.0898114469585	0.237272644566288	1.11441815582729	"case"	6175.4138779661	5791.49593898305	2333.84258796976	2733.09682088298	"3915"	"laminin, gamma 1 (formerly LAMB2)"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.124078549618137	12.3888226449903	0.133307378931899	0.239610369205568	-6.234853088484	12.3474631284509	12.471541678069	0.744956160552957	0.598976488417953	118	59
"LINC00623"	1.06875444156996	0.268447389963693	1.03418488835196	"case"	425.732274576271	397.079105084746	150.001152134485	177.476120814111	"728855"	"long intergenic non-protein coding RNA 623"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.095930415617385	8.56123209903891	0.151232193735271	0.270957680442361	-6.32001927132356	8.52925529383311	8.6251857094505	0.579089948717186	0.589748203941034	118	59
"CRABP2"	1.25132729773878	0.274350748830184	1.0182481157507	"case"	1945.50291694915	1446.56247118644	1733.24565497586	2901.57058587617	"1382"	"cellular retinoic acid binding protein 2"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.323459190835488	9.55151127448705	0.154976758881173	0.27643544987833	-6.33618812902129	9.44369154420856	9.76715073504404	2.02300952238706	1.95426425751418	118	59
"OR6K3"	1.02902510931895	0.274410976206155	1.01485143589713	"case"	0.112235593220339	0.0804796610169492	0.243636354198349	0.237478554213386	"391114"	"olfactory receptor, family 6, subfamily K, member 3"	"AmplificationPeak3"	"1q21.3"	"Amplification"	"cis"	0.0412781859713915	0.100136079829713	0.15578277230489	0.27643544987833	-6.33960219736332	0.0863766845059159	0.127654870477307	0.248379265432417	0.260376932583404	118	59
